store_name,experience,total_sales,url,id,title,months_sales,price,profit,category,fecha_info,sold_products,mercado_lider,url_pagination
GBCOLOMBIA,2,603,https://articulo.mercadolibre.com.co/MCO-450754271-morral-targus-ultralight-backpack-tsb515-laptop-hasta-16-_JM,MCO450754271,Morral Targus Ultralight Backpack Tsb515 Laptop Hasta 16'',6,67900,8487500,Accesorios para Portátiles,2018-09-10,125,1,https://computacion.mercadolibre.com.co/_Desde_1401
SUPERMARKET_TECNOLOGICO,10,170,https://articulo.mercadolibre.com.co/MCO-450754271-morral-targus-ultralight-backpack-tsb515-laptop-hasta-16-_JM,MCO450754271,Morral Targus Ultralight Backpack Tsb515 Laptop Hasta 16'',1,67900,8487500,Accesorios para Portátiles,2018-09-10,125,1,https://computacion.mercadolibre.com.co/_Desde_1401
ABCINSUMOS,7,179,https://articulo.mercadolibre.com.co/MCO-450754271-morral-targus-ultralight-backpack-tsb515-laptop-hasta-16-_JM,MCO450754271,Morral Targus Ultralight Backpack Tsb515 Laptop Hasta 16'',1,67900,8487500,Accesorios para Portátiles,2018-09-10,125,1,https://computacion.mercadolibre.com.co/_Desde_1401
DAGUT38,11,241,https://articulo.mercadolibre.com.co/MCO-455760311-memoria-usb-30-kingston-16-gb-negro-_JM,MCO455760311,Memoria Usb 3.0 Kingston 16 Gb Negro,2,22950,1537650,Memorias Portátiles USB,2018-09-10,67,1,https://computacion.mercadolibre.com.co/_Desde_1451
RESET-911,6,159,https://articulo.mercadolibre.com.co/MCO-468002955-disipador-aerocool-verkho-2-amd-am4-intel-1151-_JM,MCO468002955,Disipador Aerocool Verkho 2 Amd Am4 Intel 1151,1,48800,195200,Partes y Componentes de PC,2018-09-10,4,0,https://computacion.mercadolibre.com.co/_Desde_1451
RAMMEMORY,12,416,https://articulo.mercadolibre.com.co/MCO-468002955-disipador-aerocool-verkho-2-amd-am4-intel-1151-_JM,MCO468002955,Disipador Aerocool Verkho 2 Amd Am4 Intel 1151,4,48800,195200,Partes y Componentes de PC,2018-09-10,4,1,https://computacion.mercadolibre.com.co/_Desde_1451
VGSOLUCIONES1CO,4,196,https://articulo.mercadolibre.com.co/MCO-468002955-disipador-aerocool-verkho-2-amd-am4-intel-1151-_JM,MCO468002955,Disipador Aerocool Verkho 2 Amd Am4 Intel 1151,1,48800,195200,Partes y Componentes de PC,2018-09-10,4,0,https://computacion.mercadolibre.com.co/_Desde_1451
ERGONOMUS_SAS,4,293,https://articulo.mercadolibre.com.co/MCO-465193082-teclado-star-tec-st-kb-03-usb-negro-_JM,MCO465193082,Teclado Star Tec St-kb-03 Usb Negro,2,13900,403100,Periféricos y Accesorios de PC,2018-09-10,29,1,https://computacion.mercadolibre.com.co/_Desde_1501
WOOWSTORE,4,441,https://articulo.mercadolibre.com.co/MCO-459840006-ups-interactiva-para-hogar-y-pyme-de-750va-powest-nicomar-_JM,MCO459840006,Ups Interactiva Para Hogar Y Pyme De 750va Powest Nicomar,4,121300,3881600,Fuentes UPS y Estabilizadores,2018-09-10,32,1,https://computacion.mercadolibre.com.co/_Desde_1501
TECHTRENDSECOMMERCE,5,166,https://articulo.mercadolibre.com.co/MCO-459840006-ups-interactiva-para-hogar-y-pyme-de-750va-powest-nicomar-_JM,MCO459840006,Ups Interactiva Para Hogar Y Pyme De 750va Powest Nicomar,1,121300,3881600,Fuentes UPS y Estabilizadores,2018-09-10,32,1,https://computacion.mercadolibre.com.co/_Desde_1501
CTVCCABLE,7,143,https://articulo.mercadolibre.com.co/MCO-459840006-ups-interactiva-para-hogar-y-pyme-de-750va-powest-nicomar-_JM,MCO459840006,Ups Interactiva Para Hogar Y Pyme De 750va Powest Nicomar,1,121300,3881600,Fuentes UPS y Estabilizadores,2018-09-10,32,1,https://computacion.mercadolibre.com.co/_Desde_1501
SENNET COLOMBIA,1,273,https://articulo.mercadolibre.com.co/MCO-459840006-ups-interactiva-para-hogar-y-pyme-de-750va-powest-nicomar-_JM,MCO459840006,Ups Interactiva Para Hogar Y Pyme De 750va Powest Nicomar,2,121300,3881600,Fuentes UPS y Estabilizadores,2018-09-10,32,1,https://computacion.mercadolibre.com.co/_Desde_1501
GENUINOS SHOP,2,2,https://articulo.mercadolibre.com.co/MCO-458315134-disco-duro-solido-ssd-kingston-120-gb-slim-a400-rendimiento-_JM,MCO458315134,Disco Duro Solido Ssd Kingston 120 Gb Slim A400 +rendimiento,2,140000,3360000,Discos Duros y Externos,2018-09-10,24,0,https://computacion.mercadolibre.com.co/_Desde_1551
MINUTOSVOIPR,5,707,https://articulo.mercadolibre.com.co/MCO-453231735-pantalla-hp-245-g4-g5-g6-_JM,MCO453231735,Pantalla Hp 245 G4 G5 G6,7,179990,899950,Partes y Componentes de PC,2018-09-10,5,0,https://computacion.mercadolibre.com.co/_Desde_1551
COMPUTOYS,14,917,https://articulo.mercadolibre.com.co/MCO-462326113-tinta-epson-t664-_JM,MCO462326113,Tinta Epson T664,9,14900,1221800,Cartuchos Toner y Tintas,2018-09-10,82,1,https://computacion.mercadolibre.com.co/_Desde_1551
RUJO2020129,1,224,https://articulo.mercadolibre.com.co/MCO-462326113-tinta-epson-t664-_JM,MCO462326113,Tinta Epson T664,2,14900,1221800,Cartuchos Toner y Tintas,2018-09-10,82,0,https://computacion.mercadolibre.com.co/_Desde_1551
SIHONLINE,10,82,https://articulo.mercadolibre.com.co/MCO-460866375-estuche-disco-duro-externo-semi-rigido-protege-disco-duro-_JM,MCO460866375,Estuche Disco Duro Externo Semi Rigido Protege Disco Duro!!,8,11500,770500,Discos Duros y Externos,2018-09-10,67,0,https://computacion.mercadolibre.com.co/_Desde_1551
SOPORTETECNOLOGICO,13,438,https://articulo.mercadolibre.com.co/MCO-454804960-computoys17-conector-vga-macho-aereo-para-soldar-zcvm01-_JM,MCO454804960,Computoys17 Conector Vga Macho Aéreo Para Soldar Zcvm01,4,1295,55685,Periféricos y Accesorios de PC,2018-09-10,43,0,https://computacion.mercadolibre.com.co/_Desde_1601
PINZONJOHANN,2,400,https://articulo.mercadolibre.com.co/MCO-481486149-impresora-multifuncional-laser-hp-pro-m281fdw-wifi-t6b82a-_JM,MCO481486149,Impresora Multifuncional Láser Hp Pro M281fdw Wifi T6b82a,4,1896700,13276900,Impresoras,2018-09-10,7,1,https://computacion.mercadolibre.com.co/_Desde_1601
ADISCOLIMPORTADORES,6,261,https://articulo.mercadolibre.com.co/MCO-452237427-pantalla-acer-e1-422-es1-411-es1-420-es1-432-es1-431-e5-432-_JM,MCO452237427,Pantalla Acer E1-422 Es1-411 Es1-420 Es1-432 Es1-431 E5-432,2,179990,2699850,Partes y Componentes de PC,2018-09-10,15,1,https://computacion.mercadolibre.com.co/_Desde_1601
TWIDO COLOMBIA,10,77,https://articulo.mercadolibre.com.co/MCO-452237427-pantalla-acer-e1-422-es1-411-es1-420-es1-432-es1-431-e5-432-_JM,MCO452237427,Pantalla Acer E1-422 Es1-411 Es1-420 Es1-432 Es1-431 E5-432,7,179990,2699850,Partes y Componentes de PC,2018-09-10,15,1,https://computacion.mercadolibre.com.co/_Desde_1601
VSHOP-INTERNATIONAL,14,3,https://articulo.mercadolibre.com.co/MCO-466593889-combo-board-asrock-h110-procesador-pentium-g4560-ddr4-4gb-pc-_JM,MCO466593889,Combo Board Asrock H110 Procesador Pentium G4560 Ddr4 4gb Pc,3,614900,1229800,Partes y Componentes de PC,2018-09-10,2,1,https://computacion.mercadolibre.com.co/_Desde_1651
LEYDYVIVIANAMONDRAGONHUERTA,6,854,https://articulo.mercadolibre.com.co/MCO-468468548-caddy-adaptador-segundo-disco-duro-sata-ssd-cd-dvd-127mm-_JM,MCO468468548,Caddy Adaptador Segundo Disco Duro Sata Ssd Cd Dvd 12.7mm,8,34900,907400,Accesorios para Portátiles,2018-09-10,26,0,https://computacion.mercadolibre.com.co/_Desde_1651
SUTIENDAONLINE.,13,318,https://articulo.mercadolibre.com.co/MCO-453916643-cable-utp-rj-45-red-internet-computador-x-10mts-ponchado-_JM,MCO453916643,Cable Utp Rj-45 Red Internet Computador X 10mts Ponchado,3,14999,1154923,Periféricos y Accesorios de PC,2018-09-10,77,1,https://computacion.mercadolibre.com.co/_Desde_1651
ENAR5559897,4,468,https://articulo.mercadolibre.com.co/MCO-453916643-cable-utp-rj-45-red-internet-computador-x-10mts-ponchado-_JM,MCO453916643,Cable Utp Rj-45 Red Internet Computador X 10mts Ponchado,4,14999,1154923,Periféricos y Accesorios de PC,2018-09-10,77,1,https://computacion.mercadolibre.com.co/_Desde_1651
GONZALEZ74,14,936,https://articulo.mercadolibre.com.co/MCO-453916643-cable-utp-rj-45-red-internet-computador-x-10mts-ponchado-_JM,MCO453916643,Cable Utp Rj-45 Red Internet Computador X 10mts Ponchado,9,14999,1154923,Periféricos y Accesorios de PC,2018-09-10,77,1,https://computacion.mercadolibre.com.co/_Desde_1651
FERRELECTRICOSTABIO,5,166,https://articulo.mercadolibre.com.co/MCO-453916643-cable-utp-rj-45-red-internet-computador-x-10mts-ponchado-_JM,MCO453916643,Cable Utp Rj-45 Red Internet Computador X 10mts Ponchado,1,14999,1154923,Periféricos y Accesorios de PC,2018-09-10,77,1,https://computacion.mercadolibre.com.co/_Desde_1651
DIEGOPETREUS,1,97,https://articulo.mercadolibre.com.co/MCO-445595399-memoria-flash-usb-32gb-sandisk-ultra-dual-m30-drive-usb-otg-_JM,MCO445595399,Memoria Flash Usb 32gb Sandisk Ultra Dual M3.0 Drive Usb Otg,9,54900,3403800,Memorias Portátiles USB,2018-09-10,62,0,https://computacion.mercadolibre.com.co/_Desde_1701
NAVEITU,4,539,https://articulo.mercadolibre.com.co/MCO-451380333-convertidor-adaptador-displayport-macho-a-hdmi-hembra-_JM,MCO451380333,Convertidor Adaptador Displayport Macho A Hdmi Hembra,5,19990,3018490,Accesorios para Portátiles,2018-09-10,151,0,https://computacion.mercadolibre.com.co/_Desde_1701
Garabatos Tienda oficial,8,585,https://articulo.mercadolibre.com.co/MCO-476222360-ventilador-cooler-master-masterfan-mf120l-rgb-_JM,MCO476222360,Ventilador Cooler Master Masterfan Mf120l Rgb,5,40000,160000,Partes y Componentes de PC,2018-09-10,4,1,https://computacion.mercadolibre.com.co/_Desde_1701
ESTELAR-COMPANY,2,89,https://articulo.mercadolibre.com.co/MCO-476222360-ventilador-cooler-master-masterfan-mf120l-rgb-_JM,MCO476222360,Ventilador Cooler Master Masterfan Mf120l Rgb,8,40000,160000,Partes y Componentes de PC,2018-09-10,4,0,https://computacion.mercadolibre.com.co/_Desde_1701
FELIPVELEZ,5,204,https://articulo.mercadolibre.com.co/MCO-483765568-camara-web-logitech-hd-pro-webcam-c920-video-chat-skype-_JM,MCO483765568,Cámara Web Logitech Hd Pro Webcam C920 Video Chat Skype,2,300000,6000000,Periféricos y Accesorios de PC,2018-09-10,20,0,https://computacion.mercadolibre.com.co/_Desde_1701
ALHUM_LTDA,2,299,https://articulo.mercadolibre.com.co/MCO-452362776-tablet-touch-770n-70-android-60-quad-core-8gb1gb-ram-_JM,MCO452362776,Tablet Touch 770n 7.0'' Android 6.0 Quad Core 8gb/1gb Ram,2,199900,10994500,Tablets,2018-09-10,55,1,https://computacion.mercadolibre.com.co/_Desde_1701
RECARGADO_0272008,9,117,https://articulo.mercadolibre.com.co/MCO-478920166-fuente-de-poder-aerocool-vx-400-400w-oem-evga-_JM,MCO478920166,Fuente De Poder Aerocool Vx-400 400w Oem Evga,1,99900,399600,Partes y Componentes de PC,2018-09-10,4,0,https://computacion.mercadolibre.com.co/_Desde_1751
NEXTLEVELCOMERCIAL,4,188,https://articulo.mercadolibre.com.co/MCO-445074651-cable-extensor-usb-30-startec-18m-_JM,MCO445074651,Cable Extensor Usb 3.0 Startec 1.8m,1,6800,353600,Periféricos y Accesorios de PC,2018-09-10,52,1,https://computacion.mercadolibre.com.co/_Desde_1751
SMART GAMER,12,338,https://articulo.mercadolibre.com.co/MCO-445074651-cable-extensor-usb-30-startec-18m-_JM,MCO445074651,Cable Extensor Usb 3.0 Startec 1.8m,3,6800,353600,Periféricos y Accesorios de PC,2018-09-10,52,1,https://computacion.mercadolibre.com.co/_Desde_1751
NHORACARDONAVARGAS,2,546,https://articulo.mercadolibre.com.co/MCO-445074651-cable-extensor-usb-30-startec-18m-_JM,MCO445074651,Cable Extensor Usb 3.0 Startec 1.8m,5,6800,353600,Periféricos y Accesorios de PC,2018-09-10,52,1,https://computacion.mercadolibre.com.co/_Desde_1751
COMETWARE INC,3,94,https://articulo.mercadolibre.com.co/MCO-460458284-todo-en-uno-lenovo-520-22iku-intel-pentium-1-tera-windows-10-_JM,MCO460458284,Todo En Uno Lenovo 520-22iku Intel Pentium 1 Tera Windows 10,9,1767999,8839995,All In One,2018-09-10,5,1,https://computacion.mercadolibre.com.co/_Desde_1801
ICENTER_COLOMBIA,4,306,https://articulo.mercadolibre.com.co/MCO-454345699-ubiquiti-eth-sp-protector-contra-descargas-electricas-_JM,MCO454345699,Ubiquiti Eth-sp Protector Contra Descargas Eléctricas,3,43000,4773000,Redes y Redes Inalámbricas,2018-09-10,111,1,https://computacion.mercadolibre.com.co/_Desde_1851
YEISONARES2013,5,65,https://articulo.mercadolibre.com.co/MCO-478248988-memoria-usb-kingstong-se9-16gb-original-sutiendaonline-_JM,MCO478248988,Memoria Usb Kingstong Se9 16gb  *original* Sutiendaonline,6,17700,477900,Memorias Portátiles USB,2018-09-10,27,1,https://computacion.mercadolibre.com.co/_Desde_1851
ALEXSABO,11,87,https://articulo.mercadolibre.com.co/MCO-468528776-chasis-aerocool-quartz-rgb-vidrio-templado-3-fans-rgb-_JM,MCO468528776,Chasis Aerocool Quartz Rgb - Vidrio Templado - 3 Fans Rgb,8,334900,1339600,Partes y Componentes de PC,2018-09-10,4,0,https://computacion.mercadolibre.com.co/_Desde_1851
DUPLICOMPUTO,12,864,https://articulo.mercadolibre.com.co/MCO-461058306-procesador-amd-ryzen-7-1700-8-nucleos-37-ghz-am4-nuevo-_JM,MCO461058306,Procesador Amd Ryzen 7 1700 8 Nucleos 3.7 Ghz Am4 Nuevo,8,915000,1830000,Partes y Componentes de PC,2018-09-10,2,0,https://computacion.mercadolibre.com.co/_Desde_1901
Kingston Tienda oficial,2,308,https://articulo.mercadolibre.com.co/MCO-463786631-teclado-lenovo-g40-30-g40-45-g40-70-g40-80-z40-70-flex-2-14-_JM,MCO463786631,Teclado Lenovo G40-30 G40-45 G40-70 G40-80 Z40-70 Flex 2-14,3,70000,2170000,Accesorios para Portátiles,2018-09-10,31,1,https://computacion.mercadolibre.com.co/_Desde_1901
ELRACK2011,7,129,https://articulo.mercadolibre.com.co/MCO-463786631-teclado-lenovo-g40-30-g40-45-g40-70-g40-80-z40-70-flex-2-14-_JM,MCO463786631,Teclado Lenovo G40-30 G40-45 G40-70 G40-80 Z40-70 Flex 2-14,1,70000,2170000,Accesorios para Portátiles,2018-09-10,31,0,https://computacion.mercadolibre.com.co/_Desde_1901
LICENCOL,2,72,https://articulo.mercadolibre.com.co/MCO-463786631-teclado-lenovo-g40-30-g40-45-g40-70-g40-80-z40-70-flex-2-14-_JM,MCO463786631,Teclado Lenovo G40-30 G40-45 G40-70 G40-80 Z40-70 Flex 2-14,7,70000,2170000,Accesorios para Portátiles,2018-09-10,31,1,https://computacion.mercadolibre.com.co/_Desde_1901
SERVICONTEC,8,227,https://articulo.mercadolibre.com.co/MCO-468833767-combo-board-asus-h310-procesador-core-i5-8400-ddr4-8gb-pc-_JM,MCO468833767,Combo Board Asus H310 Procesador Core I5 8400 Ddr4 8gb Pc,2,1294900,1294900,Partes y Componentes de PC,2018-09-10,1,1,https://computacion.mercadolibre.com.co/_Desde_1901
MEDICOMPUTODELACOSTA,2,139,https://articulo.mercadolibre.com.co/MCO-468833767-combo-board-asus-h310-procesador-core-i5-8400-ddr4-8gb-pc-_JM,MCO468833767,Combo Board Asus H310 Procesador Core I5 8400 Ddr4 8gb Pc,1,1294900,1294900,Partes y Componentes de PC,2018-09-10,1,1,https://computacion.mercadolibre.com.co/_Desde_1901
SOMOSMAKER,4,341,https://articulo.mercadolibre.com.co/MCO-468833767-combo-board-asus-h310-procesador-core-i5-8400-ddr4-8gb-pc-_JM,MCO468833767,Combo Board Asus H310 Procesador Core I5 8400 Ddr4 8gb Pc,3,1294900,1294900,Partes y Componentes de PC,2018-09-10,1,0,https://computacion.mercadolibre.com.co/_Desde_1901
MERCY-LINE,10,111,https://articulo.mercadolibre.com.co/MCO-461533939-mini-teclado-keyboard-touchpad-inalambrico-smart-tv-pc-_JM,MCO461533939,Mini Teclado Keyboard Touchpad Inalambrico Smart Tv  Pc,1,34990,2939160,Periféricos y Accesorios de PC,2018-09-10,84,1,https://computacion.mercadolibre.com.co/_Desde_1951
CDP Tienda oficial,3,308,https://articulo.mercadolibre.com.co/MCO-468833890-combo-board-asus-h310-procesador-core-i7-8700-ddr4-8gb-pc-_JM,MCO468833890,Combo Board Asus H310 Procesador Core I7 8700 Ddr4 8gb Pc,3,1764900,1764900,Partes y Componentes de PC,2018-09-10,1,1,https://computacion.mercadolibre.com.co/_Desde_1951
MEDELLÍN SAMBASTRADE,12,68,https://articulo.mercadolibre.com.co/MCO-469712641-multifuncional-canon-g3100-obsequio-_JM,MCO469712641,Multifuncional Canon G3100 + Obsequio,6,456900,37922700,Impresoras,2018-09-10,83,0,https://computacion.mercadolibre.com.co/_Desde_1951
CARSUAREZ93,1,77,https://articulo.mercadolibre.com.co/MCO-469712641-multifuncional-canon-g3100-obsequio-_JM,MCO469712641,Multifuncional Canon G3100 + Obsequio,7,456900,37922700,Impresoras,2018-09-10,83,0,https://computacion.mercadolibre.com.co/_Desde_1951
GARZONJL,10,675,https://articulo.mercadolibre.com.co/MCO-471558217-disco-duro-hitachi-1-tera-pc-sata-3-7200-rpm-pull-_JM,MCO471558217,Disco Duro Hitachi 1 Tera Pc Sata 3 / 7200 Rpm Pull,6,135000,2565000,Discos Duros y Externos,2018-09-10,19,1,https://computacion.mercadolibre.com.co/_Desde_1951
SYSTEMAR34,1,31,https://articulo.mercadolibre.com.co/MCO-480609497-teclado-mecanico-kingston-hyperx-alloy-elite-_JM,MCO480609497,Teclado Mecánico Kingston Hyperx Alloy Elite,3,399900,17995500,Periféricos y Accesorios de PC,2018-09-10,45,0,https://computacion.mercadolibre.com.co/_Desde_2001
APRECIOSDEREMATE,14,1,https://articulo.mercadolibre.com.co/MCO-448751960-arctic-mx-4-pasta-compuesta-termica-alto-rendimiento-a-_JM,MCO448751960,Arctic Mx-4 - Pasta Compuesta Térmica Alto Rendimiento A,1,66777,534216,Partes y Componentes de PC,2018-09-10,8,1,https://computacion.mercadolibre.com.co/_Desde_2001
YEISON DAVID,9,74,https://articulo.mercadolibre.com.co/MCO-471558217-disco-duro-hitachi-1-tera-pc-sata-3-7200-rpm-pull-_JM,MCO471558217,Disco Duro Hitachi 1 Tera Pc Sata 3 / 7200 Rpm Pull,7,135000,2565000,Discos Duros y Externos,2018-09-10,19,1,https://computacion.mercadolibre.com.co/_Desde_1951
Yaxa Tienda oficial,4,8,https://articulo.mercadolibre.com.co/MCO-468219006-procesador-intel-core-i7-8700-de-46-ghz-8-gen-12-mb-1151-_JM,MCO468219006,Procesador Intel Core I7 8700 De 4.6 Ghz 8 Gen 12 Mb 1151,8,1140000,1140000,Partes y Componentes de PC,2018-09-10,1,1,https://computacion.mercadolibre.com.co/_Desde_2001
FIRCOL,4,586,https://articulo.mercadolibre.com.co/MCO-452242659-computoys28-ventilador-12v-caja-12cm-grande-qfan12q-zfan12-_JM,MCO452242659,Computoys28 Ventilador 12v Caja 12cm Grande Qfan12q Zfan12,5,19879,437338,Periféricos y Accesorios de PC,2018-09-10,22,0,https://computacion.mercadolibre.com.co/_Desde_2001
C-LINK SAS,2,192,https://articulo.mercadolibre.com.co/MCO-456130391-bateria-asus-a41-x550e-x550z-x550za-k550d-x450-x450e-x450j-_JM,MCO456130391,Bateria Asus A41-x550e X550z X550za K550d X450 X450e X450j,1,135000,4995000,Accesorios para Portátiles,2018-09-10,37,1,https://computacion.mercadolibre.com.co/_Desde_2001
TECHNOINTERNATIONAL,7,461,https://articulo.mercadolibre.com.co/MCO-456130391-bateria-asus-a41-x550e-x550z-x550za-k550d-x450-x450e-x450j-_JM,MCO456130391,Bateria Asus A41-x550e X550z X550za K550d X450 X450e X450j,4,135000,4995000,Accesorios para Portátiles,2018-09-10,37,1,https://computacion.mercadolibre.com.co/_Desde_2001
BOGOTADIGITAL,10,107,https://articulo.mercadolibre.com.co/MCO-480598097-funda-protector-para-portatil-de-15-pulgadas-_JM,MCO480598097,Funda Protector Para Portatil De 15 Pulgadas,1,12000,264000,Accesorios para Portátiles,2018-09-10,22,0,https://computacion.mercadolibre.com.co/_Desde_2001
SOLINGTECH.COM,6,978,https://articulo.mercadolibre.com.co/MCO-447188399-logitech-m280-mouse-inalambrico-comodo-diseno-curvo-negro-_JM,MCO447188399,Logitech M280 Mouse Inalámbrico Cómodo Diseño Curvo Negro,9,49900,3193600,Periféricos y Accesorios de PC,2018-09-10,64,0,https://computacion.mercadolibre.com.co/_Desde_2001
SOLUCIONES BERAKAH,11,135,https://articulo.mercadolibre.com.co/MCO-458916733-imp-epson-l805-sis-original-6-color-bandeja-de-carnets-y-cds-_JM,MCO458916733,Imp Epson L805 Sis Original 6 Color Bandeja De Carnets Y Cds,1,1029888,29866752,Impresoras,2018-09-10,29,0,https://computacion.mercadolibre.com.co/_Desde_2001
Logitech Tienda oficial,2,1,https://articulo.mercadolibre.com.co/MCO-452837288-control-remoto-usb-pc-ir-wireless-mouse-multimedia-_JM,MCO452837288,Control Remoto Usb Pc Ir Wireless Mouse Multimedia,1,30000,720000,Partes y Componentes de PC,2018-09-10,24,1,https://computacion.mercadolibre.com.co/_Desde_2001
COMPU-VIRTUAL,11,572,https://articulo.mercadolibre.com.co/MCO-459565865-smart-case-apple-cuero-magnetico-ipad-air-air-2-new-5th-_JM,MCO459565865,Smart Case Apple Cuero Magnético Ipad Air / Air 2/ New / 5th,5,32990,1484550,Tablets,2018-09-10,45,1,https://computacion.mercadolibre.com.co/_Desde_2001
VENTASVIVASTOREE,4,288,https://articulo.mercadolibre.com.co/MCO-471843034-msi-z370m-gaming-pro-ac-micro-atx-motherboard-_JM,MCO471843034,Msi Z370m Gaming Pro Ac Micro Atx Motherboard,2,890000,890000,Partes y Componentes de PC,2018-09-10,1,1,https://computacion.mercadolibre.com.co/_Desde_2001
WHALE BOX,8,949,https://articulo.mercadolibre.com.co/MCO-453477036-tarjeta-itunes-gift-card-15-app-store-iphone-ipad-ipod-_JM,MCO453477036,Tarjeta Itunes Gift Card $15 - App Store Iphone Ipad Ipod,9,52000,13468000,Apple,2018-09-10,259,1,https://computacion.mercadolibre.com.co/_Desde_2001
HYPERION STORE,5,889,https://articulo.mercadolibre.com.co/MCO-453477036-tarjeta-itunes-gift-card-15-app-store-iphone-ipad-ipod-_JM,MCO453477036,Tarjeta Itunes Gift Card $15 - App Store Iphone Ipad Ipod,8,52000,13468000,Apple,2018-09-10,259,1,https://computacion.mercadolibre.com.co/_Desde_2001
DIEGOSALZAS,3,256,https://articulo.mercadolibre.com.co/MCO-443208555-mouse-vertical-inalambrico-anker-ergonomico-optico-usb-perix-_JM,MCO443208555,Mouse Vertical Inalambrico Anker Ergonomico Optico Usb Perix,2,85990,31558330,Periféricos y Accesorios de PC,2018-09-10,367,0,https://computacion.mercadolibre.com.co/_Desde_1951
COBE IMPORT-STORE,12,163,https://articulo.mercadolibre.com.co/MCO-470804427-cable-adaptador-conversor-convertidor-hdmi-a-vga-_JM,MCO470804427,Cable Adaptador Conversor Convertidor Hdmi A Vga,1,11400,376200,Periféricos y Accesorios de PC,2018-09-10,33,1,https://computacion.mercadolibre.com.co/_Desde_1951
3nStar Tienda oficial,2,132,https://articulo.mercadolibre.com.co/MCO-468833767-combo-board-asus-h310-procesador-core-i5-8400-ddr4-8gb-pc-_JM,MCO468833767,Combo Board Asus H310 Procesador Core I5 8400 Ddr4 8gb Pc,1,1294900,1294900,Partes y Componentes de PC,2018-09-10,1,1,https://computacion.mercadolibre.com.co/_Desde_1901
AMAZINGEFORCE,7,191,https://articulo.mercadolibre.com.co/MCO-455327858-routerboard-mikrotik-rb750gr3-5-puertos-gigabit-ethernet-_JM,MCO455327858,Routerboard Mikrotik Rb750gr3 5 Puertos Gigabit Ethernet,1,202000,4444000,Redes y Redes Inalámbricas,2018-09-10,22,0,https://computacion.mercadolibre.com.co/_Desde_1951
CONECTACOPYSAS,3,382,https://articulo.mercadolibre.com.co/MCO-455995048-board-msi-b250i-gaming-pro-ac-intel-_JM,MCO455995048,Board Msi  B250i Gaming Pro Ac Intel,3,390000,1170000,Partes y Componentes de PC,2018-09-10,3,1,https://computacion.mercadolibre.com.co/_Desde_1951
Kaspersky Tienda oficial,2,174,https://articulo.mercadolibre.com.co/MCO-467783865-disipador-msi-core-frozr-l-_JM,MCO467783865,Disipador Msi Core Frozr L,1,195000,585000,Partes y Componentes de PC,2018-09-10,3,0,https://computacion.mercadolibre.com.co/_Desde_1901
MERCATECHNOLOGY,4,75,https://articulo.mercadolibre.com.co/MCO-455390563-procesador-intel-pentium-e5700-lga775-30ghz-_JM,MCO455390563,Procesador Intel Pentium E5700 Lga775 3.0ghz,7,40000,840000,Partes y Componentes de PC,2018-09-10,21,0,https://computacion.mercadolibre.com.co/_Desde_1901
GRUPOSAB,15,311,https://articulo.mercadolibre.com.co/MCO-455390563-procesador-intel-pentium-e5700-lga775-30ghz-_JM,MCO455390563,Procesador Intel Pentium E5700 Lga775 3.0ghz,3,40000,840000,Partes y Componentes de PC,2018-09-10,21,0,https://computacion.mercadolibre.com.co/_Desde_1901
AURAELISACARRERO,2,128,https://articulo.mercadolibre.com.co/MCO-455993086-teclado-mecanico-kingston-hyperx-alloy-fps-cherry-red-_JM,MCO455993086,Teclado Mecánico Kingston Hyperx Alloy Fps Cherry Red,1,329900,28371400,Periféricos y Accesorios de PC,2018-09-10,86,0,https://computacion.mercadolibre.com.co/_Desde_1851
DARIOALVAREZALVAREZ,5,148,https://articulo.mercadolibre.com.co/MCO-466571020-cable-convertidor-usb-30-a-hdmi-1080p-para-proyector-laptop-_JM,MCO466571020,Cable Convertidor Usb 3.0 A Hdmi 1080p Para Proyector Laptop,1,53999,1619970,Periféricos y Accesorios de PC,2018-09-10,30,1,https://computacion.mercadolibre.com.co/_Desde_1851
TECNOSOLUCIONESM,5,47,https://articulo.mercadolibre.com.co/MCO-466571020-cable-convertidor-usb-30-a-hdmi-1080p-para-proyector-laptop-_JM,MCO466571020,Cable Convertidor Usb 3.0 A Hdmi 1080p Para Proyector Laptop,4,53999,1619970,Periféricos y Accesorios de PC,2018-09-10,30,0,https://computacion.mercadolibre.com.co/_Desde_1851
SIJ DISTRIBUCIONES,3,2,https://articulo.mercadolibre.com.co/MCO-466571020-cable-convertidor-usb-30-a-hdmi-1080p-para-proyector-laptop-_JM,MCO466571020,Cable Convertidor Usb 3.0 A Hdmi 1080p Para Proyector Laptop,2,53999,1619970,Periféricos y Accesorios de PC,2018-09-10,30,1,https://computacion.mercadolibre.com.co/_Desde_1851
PEDIDOSCONEXIMOVIL,4,541,https://articulo.mercadolibre.com.co/MCO-458720927-cartucho-de-toner-hp-17a-negro-laserjet-original-cf217a-_JM,MCO458720927,Cartucho De Tóner Hp 17a Negro Laserjet Original Cf217a,5,223900,4030200,Cartuchos Toner y Tintas,2018-09-10,18,1,https://computacion.mercadolibre.com.co/_Desde_1801
