store_name,experience,total_sales,url,id,title,months_sales,price,profit,category,fecha_info,sold_products,mercado_lider,url_pagination
ORDOEZSILVIA,6,320,https://articulo.mercadolibre.com.co/MCO-449077969-router-alta-potencia-rompemuros-450mbps-tp-link-tl-wr941hp-_JM,MCO449077969,Router Alta Potencia Rompemuros 450mbps Tp-link Tl-wr941hp,3,229900,39083000,Redes y Redes Inalámbricas,2018-09-10,170,0,https://computacion.mercadolibre.com.co/_Desde_501
AUDIOVISUALESDECOLOMBIA,7,228,https://articulo.mercadolibre.com.co/MCO-456453777-portatil-hp-14-bs011la-intel-core-i3-6006u-1tera-4gb-_JM,MCO456453777,Portatil Hp 14-bs011la - Intel Core I3 6006u -1tera-4gb,2,1627999,6511996,Portátiles,2018-09-10,4,1,https://computacion.mercadolibre.com.co/_Desde_501
IMPORTACIONESTRIPOD,5,592,https://articulo.mercadolibre.com.co/MCO-469174895-procesador-intel-core-i7-8700k-47ghz-8-gen-1151-nuevo-_JM,MCO469174895,Procesador Intel Core I7 8700k 4.7ghz 8 Gen 1151 Nuevo,5,1270000,2540000,Partes y Componentes de PC,2018-09-10,2,1,https://computacion.mercadolibre.com.co/_Desde_551
MUNDOLINK1,10,610,https://articulo.mercadolibre.com.co/MCO-460280976-computador-portatil-hp-245-g6-nuevo-_JM,MCO460280976,Computador Portátil Hp 245 G6. Nuevo!!,6,799900,10398700,Portátiles,2018-09-10,13,1,https://computacion.mercadolibre.com.co/_Desde_551
Samsung Tienda oficial,1,113,https://articulo.mercadolibre.com.co/MCO-455760513-memoria-usb-30-kingston-16-gb-metalverde-_JM,MCO455760513,Memoria Usb 3.0 Kingston 16 Gb Metal/verde,1,23460,1665660,Memorias Portátiles USB,2018-09-10,71,1,https://computacion.mercadolibre.com.co/_Desde_551
ADARA SHOP,1,32,https://articulo.mercadolibre.com.co/MCO-455760513-memoria-usb-30-kingston-16-gb-metalverde-_JM,MCO455760513,Memoria Usb 3.0 Kingston 16 Gb Metal/verde,3,23460,1665660,Memorias Portátiles USB,2018-09-10,71,0,https://computacion.mercadolibre.com.co/_Desde_551
PRINTER_ONLINE,6,471,https://articulo.mercadolibre.com.co/MCO-455760513-memoria-usb-30-kingston-16-gb-metalverde-_JM,MCO455760513,Memoria Usb 3.0 Kingston 16 Gb Metal/verde,4,23460,1665660,Memorias Portátiles USB,2018-09-10,71,1,https://computacion.mercadolibre.com.co/_Desde_551
KIERO COLOMBIA,1,1,https://articulo.mercadolibre.com.co/MCO-451516155-switch-multiplicador-puertos-hdmi-con-3-entradas-y-1-salida-_JM,MCO451516155,Switch Multiplicador Puertos Hdmi Con 3 Entradas Y 1 Salida,1,14990,7884740,Periféricos y Accesorios de PC,2018-09-10,526,1,https://computacion.mercadolibre.com.co/_Desde_601
TRADE ESHOP,7,338,https://articulo.mercadolibre.com.co/MCO-460647599-portatil-lenovo-mix-320-atom-z8350-32gb-2gb-ram-win10-_JM,MCO460647599,Portátil Lenovo Mix 320 Atom Z8350 32gb 2gb Ram Win10,3,962999,1925998,Portátiles,2018-09-10,2,1,https://computacion.mercadolibre.com.co/_Desde_601
DIANITAAVD2010,8,781,https://articulo.mercadolibre.com.co/MCO-460647599-portatil-lenovo-mix-320-atom-z8350-32gb-2gb-ram-win10-_JM,MCO460647599,Portátil Lenovo Mix 320 Atom Z8350 32gb 2gb Ram Win10,7,962999,1925998,Portátiles,2018-09-10,2,0,https://computacion.mercadolibre.com.co/_Desde_601
DEREBAJA_COLOMBIA,4,466,https://articulo.mercadolibre.com.co/MCO-461330384-tablet-lenovo-tb-7504x-4g-quad-core-2-gb-16gb-4g-7-_JM,MCO461330384,Tablet Lenovo Tb-7504x 4g Quad Core - 2 Gb -16gb - 4g 7,4,384888,42337680,Tablets,2018-09-10,110,1,https://computacion.mercadolibre.com.co/_Desde_601
IMPORTACIONES HECTOR,14,2,https://articulo.mercadolibre.com.co/MCO-454696269-camara-web-audsom-1080p-hd-microfono-360-chat-skype-12mpx-_JM,MCO454696269,Cámara Web Audsom 1080p Hd Microfono 360º Chat Skype 12mpx,2,89900,9709200,Periféricos y Accesorios de PC,2018-09-10,108,1,https://computacion.mercadolibre.com.co/_Desde_601
CLONES YPERIFERICOS,2,214,https://articulo.mercadolibre.com.co/MCO-448250254-chasis-itx-mini-riotoro-280-_JM,MCO448250254,Chasis Itx Mini  Riotoro 280,2,243900,975600,Computadores,2018-09-10,4,1,https://computacion.mercadolibre.com.co/_Desde_601
REMPEDECOLOMBIA,2,92,https://articulo.mercadolibre.com.co/MCO-452657428-computador-completo-corei5-3gene-1tera-4gigas-dvd-led20p-_JM,MCO452657428,Computador Completo Corei5 3gene 1tera 4gigas Dvd Led20p,9,1180000,7080000,Computadores,2018-09-10,6,0,https://computacion.mercadolibre.com.co/_Desde_651
CENTAURI.PC.COMPONENTES,10,119,https://articulo.mercadolibre.com.co/MCO-470851150-mouse-logitech-g502-gamer-proteus-spectrum-_JM,MCO470851150,Mouse Logitech G502 Gamer Proteus Spectrum,1,209900,12384100,Periféricos y Accesorios de PC,2018-09-10,59,1,https://computacion.mercadolibre.com.co/_Desde_651
CEJOLOS STORE,8,854,https://articulo.mercadolibre.com.co/MCO-451782924-amplificador-repetidor-inalambrico-wifi-xiaomi-usb-300-mbps-_JM,MCO451782924,Amplificador Repetidor Inalambrico Wifi Xiaomi Usb 300 Mbps,8,40900,15133000,Redes y Redes Inalámbricas,2018-09-10,370,0,https://computacion.mercadolibre.com.co/_Desde_651
WIFICPCDIGITAL_,13,149,https://articulo.mercadolibre.com.co/MCO-453865564-pantalla-lenovo-g40-70-g40-30-140-led-30-pines-_JM,MCO453865564,Pantalla Lenovo G40-70 G40-30 14.0 Led 30 Pines,1,179990,12599300,Partes y Componentes de PC,2018-09-10,70,1,https://computacion.mercadolibre.com.co/_Desde_651
TUTIENDAVIRTUAL.CO,12,262,https://articulo.mercadolibre.com.co/MCO-475602029-portatil-lenovo-320-15ikb-core-i5-8250u-2t-8gb-156-win10-_JM,MCO475602029,Portatil Lenovo 320 15ikb Core I5 8250u 2t 8gb 15.6  Win10,2,1748900,1748900,Portátiles,2018-09-10,1,1,https://computacion.mercadolibre.com.co/_Desde_651
RULA5430939,1,88,https://articulo.mercadolibre.com.co/MCO-452700815-office-365-hogar-premium-5-pc-mac-tablet-cel-envio-rapido-_JM,MCO452700815,Office 365 Hogar Premium 5 Pc Mac Tablet Cel Envio Rapido,8,159900,24784500,Software,2018-09-10,155,0,https://computacion.mercadolibre.com.co/_Desde_651
COMPUFUCION,9,989,https://articulo.mercadolibre.com.co/MCO-452700815-office-365-hogar-premium-5-pc-mac-tablet-cel-envio-rapido-_JM,MCO452700815,Office 365 Hogar Premium 5 Pc Mac Tablet Cel Envio Rapido,9,159900,24784500,Software,2018-09-10,155,1,https://computacion.mercadolibre.com.co/_Desde_651
JOTASHOP ONLINE,10,846,https://articulo.mercadolibre.com.co/MCO-464910280-chasis-case-torre-cooler-master-masterbox-5t-negro-_JM,MCO464910280,Chasis / Case / Torre Cooler Master Masterbox 5t Negro,8,357000,714000,Computadores,2018-09-10,2,1,https://computacion.mercadolibre.com.co/_Desde_701
MAJOTIENDAONLINE,12,2,https://articulo.mercadolibre.com.co/MCO-451640570-escritorio-en-l-1-puerta-wengue-_JM,MCO451640570,Escritorio En L 1 Puerta. Wengue,2,379900,1519600,Computadores,2018-09-10,4,1,https://computacion.mercadolibre.com.co/_Desde_701
KIOSCO DIGITAL,12,412,https://articulo.mercadolibre.com.co/MCO-459219224-chasis-gabinete-caja-aerocool-cyber-x-advance-_JM,MCO459219224,Chasis Gabinete Caja Aerocool Cyber X Advance,4,224000,3808000,Partes y Componentes de PC,2018-09-10,17,1,https://computacion.mercadolibre.com.co/_Desde_701
DISTRIBUIDORA JESO,3,1,https://articulo.mercadolibre.com.co/MCO-459219224-chasis-gabinete-caja-aerocool-cyber-x-advance-_JM,MCO459219224,Chasis Gabinete Caja Aerocool Cyber X Advance,1,224000,3808000,Partes y Componentes de PC,2018-09-10,17,1,https://computacion.mercadolibre.com.co/_Desde_701
MULTIVARIEDADESJS,4,324,https://articulo.mercadolibre.com.co/MCO-460252165-usb-c-hub-adaptador-hdmi-macbook-pro-4k-micro-sd-mac-win-lin-_JM,MCO460252165,Usb C Hub Adaptador Hdmi Macbook Pro 4k Micro Sd Mac Win Lin,3,139900,11891500,Periféricos y Accesorios de PC,2018-09-10,85,0,https://computacion.mercadolibre.com.co/_Desde_701
RONDON.J17,1,398,https://articulo.mercadolibre.com.co/MCO-461048799-procesador-amd-ryzen-3-1200-4-nucleos-34-ghz-am4-nuevo-_JM,MCO461048799,Procesador Amd Ryzen 3 1200 4 Nucleos 3.4 Ghz Am4 Nuevo,3,339000,1695000,Partes y Componentes de PC,2018-09-10,5,0,https://computacion.mercadolibre.com.co/_Desde_701
GTECH SYSTEMS,9,65,https://articulo.mercadolibre.com.co/MCO-461048799-procesador-amd-ryzen-3-1200-4-nucleos-34-ghz-am4-nuevo-_JM,MCO461048799,Procesador Amd Ryzen 3 1200 4 Nucleos 3.4 Ghz Am4 Nuevo,6,339000,1695000,Partes y Componentes de PC,2018-09-10,5,1,https://computacion.mercadolibre.com.co/_Desde_701
INNOVATECH COMPUTADORES,3,51,https://articulo.mercadolibre.com.co/MCO-455856949-computador-portatil-hp-1tb-ram-4gb-intel-celeron-obsequio-_JM,MCO455856949,Computador Portatil Hp  1tb Ram 4gb Intel Celeron + Obsequio,5,890000,2670000,Portátiles,2018-09-10,3,0,https://computacion.mercadolibre.com.co/_Desde_751
ELH2018,4,80,https://articulo.mercadolibre.com.co/MCO-451629894-adaptador-antena-wifi-pix-link-usb-150mbps-alta-ganancia-_JM,MCO451629894,Adaptador Antena Wifi Pix-link Usb 150mbps Alta Ganancia,8,19900,15323000,Redes y Redes Inalámbricas,2018-09-10,770,1,https://computacion.mercadolibre.com.co/_Desde_751
TIENDAKOCOA,2,490,https://articulo.mercadolibre.com.co/MCO-463968311-imp-epson-l575-multifuncional-ecotank-tinta-koreana-_JM,MCO463968311,Imp Epson L575 Multifuncional Ecotank Tinta Koreana,4,834988,23379664,Impresoras,2018-09-10,28,1,https://computacion.mercadolibre.com.co/_Desde_751
TIENDA MACROGANGAS,6,1,https://articulo.mercadolibre.com.co/MCO-456128498-ubiquiti-lbe-5ac-gen2-5ghz-litebeam-ac-gen2-23dbi-row-_JM,MCO456128498,Ubiquiti Lbe-5ac-gen2 5ghz Litebeam Ac Gen2 23dbi Row,1,268000,30552000,Redes y Redes Inalámbricas,2018-09-10,114,1,https://computacion.mercadolibre.com.co/_Desde_751
SELEVENDETECNOLOGY,3,78,https://articulo.mercadolibre.com.co/MCO-456128498-ubiquiti-lbe-5ac-gen2-5ghz-litebeam-ac-gen2-23dbi-row-_JM,MCO456128498,Ubiquiti Lbe-5ac-gen2 5ghz Litebeam Ac Gen2 23dbi Row,7,268000,30552000,Redes y Redes Inalámbricas,2018-09-10,114,1,https://computacion.mercadolibre.com.co/_Desde_751
VKINYO SAS,13,107,https://articulo.mercadolibre.com.co/MCO-454901336-torre-cpu-corei5-2generacion-disco1tera-ram-8gigas-_JM,MCO454901336,Torre Cpu Corei5 2generacion Disco1tera Ram 8gigas,1,960000,3840000,Computadores,2018-09-10,4,0,https://computacion.mercadolibre.com.co/_Desde_801
CIRCUIT.DGS,3,415,https://articulo.mercadolibre.com.co/MCO-454901336-torre-cpu-corei5-2generacion-disco1tera-ram-8gigas-_JM,MCO454901336,Torre Cpu Corei5 2generacion Disco1tera Ram 8gigas,4,960000,3840000,Computadores,2018-09-10,4,0,https://computacion.mercadolibre.com.co/_Desde_801
VENTASMAKROBITSVENTASMAKROBITS,1,157,https://articulo.mercadolibre.com.co/MCO-445127160-combo-impresora-termica-58mm-pistola-lector-codigo-barras-_JM,MCO445127160,Combo Impresora Térmica 58mm  + Pistola Lector Código Barras,1,300000,27300000,Impresoras,2018-09-10,91,0,https://computacion.mercadolibre.com.co/_Desde_801
OPOPIPI,14,67,https://articulo.mercadolibre.com.co/MCO-445390695-estuche-tipo-smart-cover-ipad-2-3-4-screen-protector-lapiz-_JM,MCO445390695,Estuche Tipo Smart Cover Ipad 2 3 4 Screen Protector + Lapiz,6,39990,8397900,Tablets,2018-09-10,210,0,https://computacion.mercadolibre.com.co/_Desde_851
ARTICULOSALTAGAMA,14,3,https://articulo.mercadolibre.com.co/MCO-452250908-rollos-de-etiquetas-adhesivas-impresoras-dymo-54mm-x-70mm-_JM,MCO452250908,Rollos De Etiquetas Adhesivas Impresoras Dymo 54mm X 70mm,3,21600,3909600,Impresoras,2018-09-10,181,1,https://computacion.mercadolibre.com.co/_Desde_851
Teknopolis Tienda oficial,2,2,https://articulo.mercadolibre.com.co/MCO-459140532-cable-de-red-utp-cat-5e-para-interior-miokee-caja-305-mts-_JM,MCO459140532,Cable De Red Utp Cat. 5e Para Interior Miokee Caja 305 Mts.,2,88000,2288000,Redes y Redes Inalámbricas,2018-09-10,26,1,https://computacion.mercadolibre.com.co/_Desde_851
ROTUMARK,7,113,https://articulo.mercadolibre.com.co/MCO-459140532-cable-de-red-utp-cat-5e-para-interior-miokee-caja-305-mts-_JM,MCO459140532,Cable De Red Utp Cat. 5e Para Interior Miokee Caja 305 Mts.,1,88000,2288000,Redes y Redes Inalámbricas,2018-09-10,26,1,https://computacion.mercadolibre.com.co/_Desde_851
MICROMAKRO MUNDO,7,902,https://articulo.mercadolibre.com.co/MCO-459140532-cable-de-red-utp-cat-5e-para-interior-miokee-caja-305-mts-_JM,MCO459140532,Cable De Red Utp Cat. 5e Para Interior Miokee Caja 305 Mts.,9,88000,2288000,Redes y Redes Inalámbricas,2018-09-10,26,0,https://computacion.mercadolibre.com.co/_Desde_851
OFERTA USA,13,369,https://articulo.mercadolibre.com.co/MCO-450980148-tp-link-adaptador-usb-wi-fi-alta-ganancia-300mbps-tl-wn822n-_JM,MCO450980148,Tp-link Adaptador Usb Wi-fi Alta Ganancia 300mbps Tl-wn822n,3,64900,13239600,Redes y Redes Inalámbricas,2018-09-10,204,1,https://computacion.mercadolibre.com.co/_Desde_901
Nvidia Tienda oficial,7,35,https://articulo.mercadolibre.com.co/MCO-450980148-tp-link-adaptador-usb-wi-fi-alta-ganancia-300mbps-tl-wn822n-_JM,MCO450980148,Tp-link Adaptador Usb Wi-fi Alta Ganancia 300mbps Tl-wn822n,3,64900,13239600,Redes y Redes Inalámbricas,2018-09-10,204,0,https://computacion.mercadolibre.com.co/_Desde_901
TP-Link Tienda oficial,2,1,https://articulo.mercadolibre.com.co/MCO-450980148-tp-link-adaptador-usb-wi-fi-alta-ganancia-300mbps-tl-wn822n-_JM,MCO450980148,Tp-link Adaptador Usb Wi-fi Alta Ganancia 300mbps Tl-wn822n,1,64900,13239600,Redes y Redes Inalámbricas,2018-09-10,204,1,https://computacion.mercadolibre.com.co/_Desde_901
COLOMBIARESEET,1,241,https://articulo.mercadolibre.com.co/MCO-465103550-combo-gamer-trust-ziva-4-en-1-mouseaudifonotecladopad-mou-_JM,MCO465103550,Combo Gamer Trust Ziva 4 En 1 Mouse+audifono+teclado+pad Mou,2,219900,10115400,Periféricos y Accesorios de PC,2018-09-10,46,0,https://computacion.mercadolibre.com.co/_Desde_951
BLACKBOXSUMINISTROS,2,501,https://articulo.mercadolibre.com.co/MCO-469290789-portatil-asus-x505ba-br016-amd-a9-9420-4gb-1t-endless-156-_JM,MCO469290789,Portatil Asus X505ba Br016 Amd A9 9420 4gb 1t Endless 15.6,5,1520999,1520999,Portátiles,2018-09-10,1,1,https://computacion.mercadolibre.com.co/_Desde_951
ZEATECHNOLOGY,10,732,https://articulo.mercadolibre.com.co/MCO-461091225-3x1-toner-alternativo-cf-283a-83a-hp-m201-m125-m127-m225-_JM,MCO461091225,3x1 Toner Alternativo Cf 283a 83a / Hp M201 M125 M127 M225,7,70900,6877300,Cartuchos Toner y Tintas,2018-09-10,97,1,https://computacion.mercadolibre.com.co/_Desde_951
BETHMARC,7,1,https://articulo.mercadolibre.com.co/MCO-452176649-dock-station-discos-duros-sataide3525-lector-tarjetas-_JM,MCO452176649,Dock Station Discos Duros Sata/ide/3.5/2.5 + Lector Tarjetas,1,89900,10158700,Discos Duros y Externos,2018-09-10,113,1,https://computacion.mercadolibre.com.co/_Desde_951
TONEROKPAYA,1,327,https://articulo.mercadolibre.com.co/MCO-448844355-teclado-inalambrico-logitech-touch-k400-plus-pc-tv-android-_JM,MCO448844355,Teclado Inalámbrico Logitech Touch K400 Plus · Pc Tv Android,3,109900,16594900,Periféricos y Accesorios de PC,2018-09-10,151,1,https://computacion.mercadolibre.com.co/_Desde_951
TECHNOMURAI,2,406,https://articulo.mercadolibre.com.co/MCO-448844355-teclado-inalambrico-logitech-touch-k400-plus-pc-tv-android-_JM,MCO448844355,Teclado Inalámbrico Logitech Touch K400 Plus · Pc Tv Android,4,109900,16594900,Periféricos y Accesorios de PC,2018-09-10,151,1,https://computacion.mercadolibre.com.co/_Desde_951
GZULETAC,15,98,https://articulo.mercadolibre.com.co/MCO-469904036-2018-premium-flagship-dell-inspiron-13-7000-7370-ordenador-_JM,MCO469904036,2018 Premium Flagship Dell Inspiron 13 7000 7370 Ordenador,9,2975590,2975590,Portátiles,2018-09-10,1,0,https://computacion.mercadolibre.com.co/_Desde_1001
DA UNCLIC,8,839,https://articulo.mercadolibre.com.co/MCO-460792769-cargador-portatil-lenovo-100-punta-cuadrada-20v-325a-65w-_JM,MCO460792769,Cargador Portátil Lenovo 100% Punta Cuadrada 20v-3.25a 65w,8,49900,1946100,Accesorios para Portátiles,2018-09-10,39,1,https://computacion.mercadolibre.com.co/_Desde_1001
BARATICOSTIENDA,5,1,https://articulo.mercadolibre.com.co/MCO-454822803-resma-papel-fotografico-adhesivo-brillante-135grx-50-hojas-_JM,MCO454822803,Resma Papel Fotografico Adhesivo Brillante 135gr.x 50 Hojas,1,14500,4640000,Cartuchos Toner y Tintas,2018-09-10,320,1,https://computacion.mercadolibre.com.co/_Desde_1001
SanDisk Tienda oficial,2,1,https://articulo.mercadolibre.com.co/MCO-454822803-resma-papel-fotografico-adhesivo-brillante-135grx-50-hojas-_JM,MCO454822803,Resma Papel Fotografico Adhesivo Brillante 135gr.x 50 Hojas,1,14500,4640000,Cartuchos Toner y Tintas,2018-09-10,320,1,https://computacion.mercadolibre.com.co/_Desde_1001
DIGITAL A.P,11,425,https://articulo.mercadolibre.com.co/MCO-454822803-resma-papel-fotografico-adhesivo-brillante-135grx-50-hojas-_JM,MCO454822803,Resma Papel Fotografico Adhesivo Brillante 135gr.x 50 Hojas,4,14500,4640000,Cartuchos Toner y Tintas,2018-09-10,320,1,https://computacion.mercadolibre.com.co/_Desde_1001
COLOMBIA_SISTERSC,1,345,https://articulo.mercadolibre.com.co/MCO-467482308-acer-amd-a12-qc-8gb-video-2gb-156-1tb-nvos-cali-_JM,MCO467482308,Acer Amd A12 Qc 8gb Video 2gb 15.6  1tb Nvos Cali!,3,1699900,1699900,Portátiles,2018-09-10,1,1,https://computacion.mercadolibre.com.co/_Desde_1051
DISRUPTIVOS,1,533,https://articulo.mercadolibre.com.co/MCO-471003034-adaptador-wifi-usb-inalambrico-300-mbps-envio-gratis-_JM,MCO471003034,Adaptador Wifi Usb Inalambrico 300 Mbps + Envio Gratis,5,22000,770000,Redes y Redes Inalámbricas,2018-09-10,35,1,https://computacion.mercadolibre.com.co/_Desde_1051
Mansión Tienda oficial,1,476,https://articulo.mercadolibre.com.co/MCO-471003034-adaptador-wifi-usb-inalambrico-300-mbps-envio-gratis-_JM,MCO471003034,Adaptador Wifi Usb Inalambrico 300 Mbps + Envio Gratis,4,22000,770000,Redes y Redes Inalámbricas,2018-09-10,35,1,https://computacion.mercadolibre.com.co/_Desde_1051
JHOANANA,10,55,https://articulo.mercadolibre.com.co/MCO-480477153-hp-portatil-14-bs006la-intel-celeron-4-gb-sata-1tb-cali-_JM,MCO480477153,Hp Portatil 14-bs006la Intel® Celeron 4 Gb Sata 1tb Cali,5,895000,8950000,Portátiles,2018-09-10,10,0,https://computacion.mercadolibre.com.co/_Desde_1051
SELETIENESELECONSIG,6,968,https://articulo.mercadolibre.com.co/MCO-480477153-hp-portatil-14-bs006la-intel-celeron-4-gb-sata-1tb-cali-_JM,MCO480477153,Hp Portatil 14-bs006la Intel® Celeron 4 Gb Sata 1tb Cali,9,895000,8950000,Portátiles,2018-09-10,10,1,https://computacion.mercadolibre.com.co/_Desde_1051
BUGATINTAS,3,259,https://articulo.mercadolibre.com.co/MCO-480477153-hp-portatil-14-bs006la-intel-celeron-4-gb-sata-1tb-cali-_JM,MCO480477153,Hp Portatil 14-bs006la Intel® Celeron 4 Gb Sata 1tb Cali,2,895000,8950000,Portátiles,2018-09-10,10,1,https://computacion.mercadolibre.com.co/_Desde_1051
INSTITUCIONALDISTRIBUCIONES,11,2,https://articulo.mercadolibre.com.co/MCO-480477153-hp-portatil-14-bs006la-intel-celeron-4-gb-sata-1tb-cali-_JM,MCO480477153,Hp Portatil 14-bs006la Intel® Celeron 4 Gb Sata 1tb Cali,2,895000,8950000,Portátiles,2018-09-10,10,1,https://computacion.mercadolibre.com.co/_Desde_1051
REFTRONIC COLOMBIA,4,498,https://articulo.mercadolibre.com.co/MCO-448742348-correa-gt2-distribucion-impresora-3d-cnc-robotica-x-1-metro-_JM,MCO448742348,Correa Gt2 Distribucion  Impresora 3d Cnc Robotica X 1 Metro,4,6500,682500,Impresoras,2018-09-10,105,1,https://computacion.mercadolibre.com.co/_Desde_1101
YOROBOTICS,1,1,https://articulo.mercadolibre.com.co/MCO-454158798-conector-de-red-rj45-bolsa-100-unidades-cat5-terminal-rj45-_JM,MCO454158798,Conector De Red Rj45 Bolsa 100 Unidades Cat5 Terminal Rj45,1,9899,504849,Redes y Redes Inalámbricas,2018-09-10,51,1,https://computacion.mercadolibre.com.co/_Desde_1101
VENTASML8714,4,360,https://articulo.mercadolibre.com.co/MCO-454158798-conector-de-red-rj45-bolsa-100-unidades-cat5-terminal-rj45-_JM,MCO454158798,Conector De Red Rj45 Bolsa 100 Unidades Cat5 Terminal Rj45,3,9899,504849,Redes y Redes Inalámbricas,2018-09-10,51,1,https://computacion.mercadolibre.com.co/_Desde_1101
CDG TECNOLOGIA,2,159,https://articulo.mercadolibre.com.co/MCO-454158798-conector-de-red-rj45-bolsa-100-unidades-cat5-terminal-rj45-_JM,MCO454158798,Conector De Red Rj45 Bolsa 100 Unidades Cat5 Terminal Rj45,1,9899,504849,Redes y Redes Inalámbricas,2018-09-10,51,0,https://computacion.mercadolibre.com.co/_Desde_1101
PROVEELONLINE,2,1,https://articulo.mercadolibre.com.co/MCO-457369456-estuche-samsung-galaxy-tab-a6-101-protector-p580-p585-_JM,MCO457369456,Estuche Samsung Galaxy Tab A6 10.1 Protector P580 P585,1,31990,2015370,Tablets,2018-09-10,63,1,https://computacion.mercadolibre.com.co/_Desde_1151
MERCABLES,1,196,https://articulo.mercadolibre.com.co/MCO-455362184-targus-tsb226-terra-morral-hasta-16-con-capa-para-lluvia-_JM,MCO455362184,Targus Tsb226 Terra Morral Hasta 16'' Con Capa Para Lluvia,1,139900,15249100,Accesorios para Portátiles,2018-09-10,109,0,https://computacion.mercadolibre.com.co/_Desde_1151
TECNOLOGIAMAYORISTA,6,499,https://articulo.mercadolibre.com.co/MCO-453196670-memoria-ram-4gb-portatil-12800-1600-mhz-12800s-1600mhz-_JM,MCO453196670,Memoria Ram 4gb Portátil 12800 1600 Mhz - 12800s 1600mhz,4,94000,16544000,Memorias RAM,2018-09-10,176,1,https://computacion.mercadolibre.com.co/_Desde_1151
AKARGO COLOMBIA,5,5,https://articulo.mercadolibre.com.co/MCO-453196670-memoria-ram-4gb-portatil-12800-1600-mhz-12800s-1600mhz-_JM,MCO453196670,Memoria Ram 4gb Portátil 12800 1600 Mhz - 12800s 1600mhz,5,94000,16544000,Memorias RAM,2018-09-10,176,1,https://computacion.mercadolibre.com.co/_Desde_1151
AMERICA STORE,4,983,https://articulo.mercadolibre.com.co/MCO-452104318-combo-pos-cajon-monedero-metalico-impresora-termica-58mm-_JM,MCO452104318,Combo Pos Cajon Monedero Metalico Impresora Termica 58mm,9,284000,30672000,Periféricos y Accesorios de PC,2018-09-10,108,1,https://computacion.mercadolibre.com.co/_Desde_1251
IVACHP17,12,175,https://articulo.mercadolibre.com.co/MCO-453654360-smart-case-apple-cuero-magnetico-ipad-234miniretina-_JM,MCO453654360,Smart Case Apple Cuero Magnético Ipad 2/3/4/mini/retina,1,29990,6627790,Tablets,2018-09-10,221,1,https://computacion.mercadolibre.com.co/_Desde_1251
INFOPOSCOLOMBIA,9,87,https://articulo.mercadolibre.com.co/MCO-455261086-computador-portatil-asus-500gb-4gb-ram-intel-celeron-n3350-_JM,MCO455261086,Computador Portatil Asus 500gb 4gb Ram Intel Celeron N3350,8,849900,5099400,Portátiles,2018-09-10,6,1,https://computacion.mercadolibre.com.co/_Desde_1251
EASYGAMEITEMS,6,976,https://articulo.mercadolibre.com.co/MCO-455261086-computador-portatil-asus-500gb-4gb-ram-intel-celeron-n3350-_JM,MCO455261086,Computador Portatil Asus 500gb 4gb Ram Intel Celeron N3350,9,849900,5099400,Portátiles,2018-09-10,6,1,https://computacion.mercadolibre.com.co/_Desde_1251
FENDICEL,9,677,https://articulo.mercadolibre.com.co/MCO-455261086-computador-portatil-asus-500gb-4gb-ram-intel-celeron-n3350-_JM,MCO455261086,Computador Portatil Asus 500gb 4gb Ram Intel Celeron N3350,6,849900,5099400,Portátiles,2018-09-10,6,1,https://computacion.mercadolibre.com.co/_Desde_1251
GRANZONAVIRTUAL,2,363,https://articulo.mercadolibre.com.co/MCO-464996889-memoria-usb-kingston-16gb-dt-se9-_JM,MCO464996889,Memoria Usb Kingston 16gb Dt Se9,3,21900,876000,Memorias Portátiles USB,2018-09-10,40,1,https://computacion.mercadolibre.com.co/_Desde_1301
APC Tienda oficial,3,308,https://articulo.mercadolibre.com.co/MCO-473591491-mouse-gamer-pro-optico-5500dpi-usb-led-7-botones-gaming-_JM,MCO473591491,Mouse Gamer Pro Optico 5500dpi Usb Led 7 Botones Gaming,3,21999,747966,Periféricos y Accesorios de PC,2018-09-10,34,1,https://computacion.mercadolibre.com.co/_Desde_1351
BOGALIACOLOMBIA,2,2,https://articulo.mercadolibre.com.co/MCO-475414833-sandisk-ultra-dual-drive-30-usb-otg-de-16-gb-sddd3-_JM,MCO475414833,Sandisk Ultra Dual Drive 3.0 Usb Otg De 16 Gb Sddd3,2,31900,4147000,Memorias Portátiles USB,2018-09-10,130,1,https://computacion.mercadolibre.com.co/_Desde_1401
CONSMOPCMAYORISTA,8,240,https://articulo.mercadolibre.com.co/MCO-474051233-ventilador-aerocool-120mm-dark-force-black-_JM,MCO474051233,Ventilador Aerocool 120mm Dark Force Black,2,20800,104000,Partes y Componentes de PC,2018-09-10,5,0,https://computacion.mercadolibre.com.co/_Desde_1401
VIRTUAL TRONIC,12,1,https://articulo.mercadolibre.com.co/MCO-450754271-morral-targus-ultralight-backpack-tsb515-laptop-hasta-16-_JM,MCO450754271,Morral Targus Ultralight Backpack Tsb515 Laptop Hasta 16'',1,67900,8487500,Accesorios para Portátiles,2018-09-10,125,1,https://computacion.mercadolibre.com.co/_Desde_1401
INVERSIONES BSS,4,270,https://articulo.mercadolibre.com.co/MCO-450754271-morral-targus-ultralight-backpack-tsb515-laptop-hasta-16-_JM,MCO450754271,Morral Targus Ultralight Backpack Tsb515 Laptop Hasta 16'',2,67900,8487500,Accesorios para Portátiles,2018-09-10,125,1,https://computacion.mercadolibre.com.co/_Desde_1401
